	P2_1_B
4025	los participantes revelaron que sin llegar a un proceso constituyente libre y soberano, con la adecuada representacion de la ciudadania no se puede avanzar en la resolucion de las necesidades de las personas
4026	los participantes revelaron que sin llegar a un proceso constituyente libre y soberano, con la adecuada representación de la ciudadanía no se puede avanzar mucho en la resolución de las necesidades de las personas 
4027	"- disminuir las brechas los sueldos mas altos y lo mas bajos
- sueldo minimo que permita una vida digna"
4028	"-malicimo
-muchas veces deben madrugar para un cupo
-""eliminación de postulación por sistema de colegios""
-eliminar tambola"
4029	"-hay falta de respeto a las autoridades
-falta mano dura
-políticas consumo de drogas
-reforma procesal penal entrega garantia a los delincuentes.
-que las instituciones funcionen
-carabineros profesionales, no express."
4030	"elaborar un sistema nuevo que garantice y resguarde la equidad de las pensiones 
no mas afp"
4031	"- respeto por la cuota anual del
agua.
- distribuir bien los derechos 
del agua, ya que esto no se
regula.
- priorizar el uso del agua en chile"
4032	"muchos adultos mayores son jefes de hogar y no alcanza a llegar a fin de mes.
gastan gran parte de su pensión en medicamentos."
4033	en relación a las remuneraciones especialmente respecto a profesiones que son poco valoradas y que son fundamentales para la formación de otros profesionales
4034	"- Instituciones que tienen que asegurar a la población seguridad, empresas, etc.
- Falta de soluciones en respuesta al estallido o crisis presente. 
- Falta confianza en las instituciones, autoridades.
- Falta cultura civica-conflicto de interes de la autoridades."
4035	todo sube de precio en la alimentación basica los sueldos no suben para poder responder a las necesidad
4036	muchos beneficios para  una pequeña parte de la población, la otra en muy malas condiciones. mala repartición de recursos.
4037	necesidad de tener. autoridades transparentes y creibles que trabajen por y para el pais y ciudadanos
4038	"oportunidad acceso a casa propia.
esperan años por casas pequeñas.
arriendan muy caro.
subsidio de arriendo más fácil."
4039	"- las listas de esperas son eternos
- falta de especialistas
- rebajar el precio de medicamentos"
4040	Para la afp para volver al antiguo sistema inp para tener la misma aseguradora de carabineros militares etc
4041	- es la carta magna y la base fundamental de la estructura y del sistema político y social de nuestro país. la mayoría de demandas de la ciudadanía requieren del cambio de constitución 
4042	que en los consultorios hayan insumos suficientes para una atención digna así como propagar progtramas para muchas enfermedades tales como el sida.
4043	que cada ciudadano sea dueño de su propio dinero y que tenga acceso en caso de emergencia
4044	"la salud es mala hay que esperar mucho para medico o algun especialista.
ganar mejor pension"
4045	"horas de espera en los hospitales públicos. maltrato con los pacientes de parte de los funcionarios.
muchas diferencias entre las personas."
4046	"-el sistema de pensiones es malo.
-las jubilaciones muy bajas
-la edad para jubilar es muy alta."
4047	"falta sistema de relevo para cuidadores.
las horas medicas llegan tarde, falta de especialistas medicamenos, examenes, negligencia medica"
4048	se necesita mano firme para frenar a las minorías que causan violencia, modernizar a carabineros y fortalecer los mecanismos de inteligencia que, según dicen, fallaron dramáticamente al no advertir el estallido. que las autoridades retomen el liderazo e impongan el orden.
4049	estudiar los derechos de agua; relevar la importancia de nuestros bosques para contribuir eficazmente al control o mitigación del cambio climático
4050	"mejorar la calidad. faltan recursos. no hay medicamentos. invertir en especialistas.
cargo edad de los funcionarios
la ciudad no es atractiva para los médicos con especialidades"
4051	"- falta de especialización no hay
- locomoción no adapatada
- falta de medicamentos 
- mala atención y orientación
- no hay centros de ambulatorios
- faltan ayuda cercana
- falta vocación para maltratos"
4052	"vocación es un ámbito vital para
la cultura
metodología aplicada a la cultura
con este ambito se puede mover más
áreas
valores"
4053	comprensión del proceso (y de todas sus etapas )que se esta viviendo para luego generar una acción en una agenda política (en todas sus facetas, gremios, junta de vecinos, participación ciudadanos )
4054	"- educación a los jovenes sin adoctrinamientos
- educación cívica y civismo como vivir en comunidad
- si es positivo la malla curricular"
4055	"la salud es mala, es muy cara
en otros paises es gratuita y los tratamientos.
falta trabajo. 
siendo a las farmacias y empresarios.
"
4056	manifiestan que se debe implementar el ramo de educación cívica en los establecimientos educacionales cómo en la educación superior, pero de una forma más amigable para que las personas puedan conocer sus derechos y deberes como ciudadanos. también expresaron su molestia con la cantidad de parlament
4057	no cuentan con buena administración  los adultos mayores necesitamos mejorar pension, ahora es demaciado baja y ademas de que nos encontramos solos.
4058	"el trabajo es escaso y eso a la carga tiene problemas
- pedir experiencia y cuando eres joven y no tienes es complejo. tambien para los recien egresados."
4059	"es necesario cambiar la mentalidad, de todos, de las autoridades principalmente.
no puede ser necesario tanta destrucción para que el gobierno tome medidas y haga algo.
no queremos estar callados, no permitiremos que hagan lo que quieran a costa de otros."
4060	"Terminan con listas de espera, que la gente no se muera esperando atención. Podemos tener sueldos bajos pero el sistema de salud no puede seguir como está. El trato es denigrante a los más pobres.
Acceso a medicamentos especialmente para adultos mayores
Atención integral a quienes no pueden pagar"
4061	es necesario que el país enfrente y tome acciones concretas para eliminar y disminuir las diferencias que hoy existen en la sociedad, ya sea en el ámbito personal,  étnico, demográfico.
4062	"- alza de los medicamentos
- mejorar la salud pública y privada
- los cobros de las isapres son muy altos"
4063	problematica de suma urgencia exceso aporte y acceso de agua para la comunidad como para la parte agricola y pecuaria
4064	indican que la salud en chile no es buena, y además es muy costosa, existe un gran problema en antofagasta con la falta de especialistas en el servicio público por lo que constantemente deben pagar médicos particulares. esperan que la salud sea gratis y de calidad como en otros países. además refier
4065	"- crisi en la salud sobre todo asultos mayores
- no existen insumos en los consultorios y hospiatles listas de espera."
4066	es la base de todo, perdida valórica y real. perdida de la línea entre el bien y el mal-
4067	que la gente no tenga que mentir para obtener beneficios no existe clase media. soló alta y baja 
4068	faltan mas hospitales y centros de salud en la región, mas especialistas y mejorar la tecnología
4069	"considerar la educacion como un derecho mejorar la calidad de formación de profesores y profesoras fortalecuendo actitud profesional etica profesional
incorporar politicas educacionales que apunten a mejoraiento de los procesos educativos para todos los estudiantes de los  distintos sistemas."
4070	"- falta de especialistas en region extremas
- etica de los médicos
- mejoras de la calidad de la atención
- mala atención (trato, esperas prolongadas)
- enfermedades catastróficas       cargo del e"
4071	"acceso igualitario a derechos de salud
mejorar salud pública
mejorar establecimientos médicos.
bajar costos farmacéuticos.
mejorar las medidas de pagos de licencia"
4072	para que te terminen las protestas, demanes, destrucción en fundamentos, etc y podamos volver a la normalidad.
4073	"-> incorporar nuevas técnicas y procedimientos a los sistemas actuales, los cuales optimicen nuestro sistema de salud.
-> existen desigualdades en el sistema, dando prioridad solo a algunos casos.
-> Existen hospitales donde no existe calidad en el servicio, especialistas, etc."
4074	"- urgencia, no es urgencia 
- largas esperas 
- si no gastan $, los pacientes se mueren
- más especialistas "
4075	"- urgencia no funciona
- colas de espera
- si no hay dinero uno se muere
- horas especialistas muy extrañas"
4076	es pésima!!, tienes que tener recursos o de lo contrario te mueres. los medicamentos y las operaciones son carisimo.
4077	 educación gratuita al mismo de los colegios particulares de manera que todos las mismas oportunidades desde la pre escolaridad en adelante
4078	"garantizar el derecho constitucional de la salud. 
sistema de salud, unico y universidad (que no exista privados)"
4079	"- Cambio en el sistema de registro social de hogares - ? analizar conceptos de nivel de pobreza
- Generar un instrumento que mida de mejor manera la vulnerabilidad.
Que genere igualdad en acceso a salud, educación, etc.-"
4080	"- Sector público está subutilizado especial % equipos de salud (Rayos, etc)
- Deshumanización del personal. No es empática con el paciente enfermo
- No son responsables de su trabajo
- Doctores se creen dioses y solo quieren lucrar "
